source_reference_id,approval_source,proposed_product_id,business_line,product_name,brand_id,category_id,sale_price_cop,image_sha256,proposed_sku,proposed_catalog_code,proposed_slug,sku_resolution_status,catalog_code_resolution_status,slug_resolution_status,product_id_resolution_status,eligibility_status
CATV1-P049-R1L,POLICY_APPROVED,e8778989-38ab-4308-6d18-6bf0594062dd,BEAUTY_CARE,BRONCEADOR RITUAL,aee464be-85d5-4eca-87d2-084648554252,,37000,3a8fd219a7b7c12c1c5c847596b4afbdb5c359423ea5855aeb4db4241ae36cec,BC-20193,BCV5-0194,beauty-care-bronceador-ritual,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P049-R1R,POLICY_APPROVED,db321009-3487-abad-dd0a-0939c6fb5043,BEAUTY_CARE,TRATAMIENTO JALEA MIEL,aee464be-85d5-4eca-87d2-084648554252,,38000,60a47c9e668f060ade133e23530e08e69e323a163d55c63446f5313c98f29ca0,BC-20194,BCV5-0195,beauty-care-tratamiento-jalea-miel,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P049-R2L,POLICY_APPROVED,25abcc00-90b2-3ba1-9310-a3ecd9504036,BEAUTY_CARE,SHAMPOO JALEA MIEL,aee464be-85d5-4eca-87d2-084648554252,,39000,7ab79655eb6840382449d590ad59d1b22ed4cf25d6f0b04691f63f03d7e65253,BC-20195,BCV5-0196,beauty-care-shampoo-jalea-miel,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P051-R1L,POLICY_APPROVED,bdbe5e94-3c8b-4443-87e5-e3d5532426eb,BEAUTY_CARE,SHAMPOO CEBOLLA GINGIBRE,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,2067b1674eaff49bfec65b4a793feb9eefd9f3ea54c194527c4dc02cd0284b0b,BC-20196,BCV5-0197,beauty-care-shampoo-cebolla-gingibre,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P051-R1R,POLICY_APPROVED,b408b1a1-0ff5-fdc3-34a3-f53b9bbe6ba8,BEAUTY_CARE,SHAMPOO CANELA Y MIEL,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,1826141d215f1e18cdfdf518fbeca0b48ecff304d77f7a334e0019a0a5dff550,BC-20197,BCV5-0198,beauty-care-shampoo-canela-y-miel,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P051-R2L,POLICY_APPROVED,bed2aea1-4fa5-8164-d90d-c4242c323e42,BEAUTY_CARE,SHAMPOO VINAGRE DE MANZANA,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,5a2864bcb9c3f05884e8634aeeb6f2dc0d2300ed1a3fc09b5d070bd6fa6b446a,BC-20198,BCV5-0199,beauty-care-shampoo-vinagre-de-manzana,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P051-R2R,POLICY_APPROVED,163faa0b-9dd3-6b57-3032-19a421f133c2,BEAUTY_CARE,SHAMPOO ARROZ,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,b41e65206091d5531fe2ce6a7fb372da6058594833dac842782f530bbef00f33,BC-20199,BCV5-0200,beauty-care-shampoo-arroz,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P051-R3L,POLICY_APPROVED,47673ad6-9aed-10ed-ba56-42e6b66b54a0,BEAUTY_CARE,SHAMPOO MIX DE FRUTAS,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,51bffc648863e3737d78b8d35c1def0f9508cfa74b4c15e0d0eca5aced6bd312,BC-20200,BCV5-0201,beauty-care-shampoo-mix-de-frutas,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P051-R3R,POLICY_APPROVED,a86805b3-b706-15cf-7a1a-5661267d5b11,BEAUTY_CARE,ACONDI ARROZ,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,39000,199406fe74cabc0a84cb03a00a8120f5d966509a05504615d5952fa7930cfda7,BC-20201,BCV5-0202,beauty-care-acondi-arroz,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P052-R1L,POLICY_APPROVED,7aea4f0d-f26a-a76a-4831-617aa1b4fd16,BEAUTY_CARE,ACONDI JARABE DE,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,39000,fe69269e45deb62f29240d33d9b05be28739e7678088ce28b228d1a98138ec3f,BC-20202,BCV5-0203,beauty-care-acondi-jarabe-de,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P052-R1R,POLICY_APPROVED,9730f571-af75-0092-cf5a-6f23930c1d30,BEAUTY_CARE,MANGO ACONDI ALGODÓN Y COCO,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,39000,6d2e6b49fcbbe1a0f5b1ec368a802b4838a88b2bba856bb6b51b4da6f4a33db4,BC-20203,BCV5-0204,beauty-care-mango-acondi-algodon-y-coco,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P052-R2L,POLICY_APPROVED,98310947-28b4-30e5-0d21-f490d40e1cf1,BEAUTY_CARE,ACONDI EXTRATO GENGIBRE,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,39000,3360cf735e594b7e6611cafe264dbdba7a7a49cfedcc4cb8b33c02ba16b92b9b,BC-20204,BCV5-0205,beauty-care-acondi-extrato-gengibre,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P052-R2R,POLICY_APPROVED,f0e23ce3-b4eb-a376-3208-d584f891b1db,BEAUTY_CARE,DESENREDANTE CON Y SIN GLITTER,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,46000,ff421cb068b8d8050881b9336dda2e46c469bb081bc75f58182ff793f1b09ed1,BC-20205,BCV5-0206,beauty-care-desenredante-con-y-sin-glitter,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P052-R3L,POLICY_APPROVED,3709f78e-abb3-155d-8859-e909adb018f5,BEAUTY_CARE,ACEITE DE PUNTAS UCHUVA,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,36000,128f0abc6b222c2e620680c6970d1efa9f08fe9db5e06b6931c17e694b201637,BC-20206,BCV5-0207,beauty-care-aceite-de-puntas-uchuva,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P052-R3R,POLICY_APPROVED,4b8d2b30-8625-3379-91e6-461ad95b1b18,BEAUTY_CARE,FRIZZ CREMA EMERGENCIA,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,31000,f0d2c01c109354119be4350c1ab580d26571ca23d98a6f05f25dc27669fc54fb,BC-20207,BCV5-0208,beauty-care-frizz-crema-emergencia,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P053-R1L,POLICY_APPROVED,370f442d-617d-ee79-ed4a-f843fc6b836c,BEAUTY_CARE,TRATAMIENTO PROTEINA DE ARROZ,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,1c05620dea70eb48a3810daadaaed1908359625e5482f759ba21655c8247c59a,BC-20208,BCV5-0209,beauty-care-tratamiento-proteina-de-arroz,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P053-R1R,POLICY_APPROVED,f6025984-812c-ef05-a09a-bdc30618c203,BEAUTY_CARE,TRATAMIENTO COCTEL DE FRUTAS,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,929dac730b478397bedc4e61bfe4c983e1b07d60b18be4de982a2271a79e5623,BC-20209,BCV5-0210,beauty-care-tratamiento-coctel-de-frutas,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P053-R2L,POLICY_APPROVED,fa2b6e9c-b595-5731-cb0c-c0f335eec4d4,BEAUTY_CARE,TRATAMIENTO PULPA COCO,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,9ca26ac589dcb07a91722c3c41013a0ba34924f646195dc1c998686c7f53b1f1,BC-20210,BCV5-0211,beauty-care-tratamiento-pulpa-coco,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P053-R2R,POLICY_APPROVED,510beaae-3729-fbc2-df0d-21ddbe3cf2b5,BEAUTY_CARE,TRATAMIENTO PULPA DE CAFE,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,a9e4fa73eddccb3ff335ca66bae4388e3990125db924b324ff226249ce21b05d,BC-20211,BCV5-0212,beauty-care-tratamiento-pulpa-de-cafe,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P053-R3L,POLICY_APPROVED,e5a75104-3927-ca2e-e095-aad1f880d4ff,BEAUTY_CARE,EXFOLIANTE CAPILAR PAPAYA,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,41000,51a5a34eb7240cfe1762d3e55ad5f6083ff2f38c8c91bbf068be56218bd65d07,BC-20212,BCV5-0213,beauty-care-exfoliante-capilar-papaya,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P053-R3R,POLICY_APPROVED,b1fb0a82-cbf1-1386-de3a-12f807567d3f,BEAUTY_CARE,TONICO AGUITA DE ARROZ,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,43000,bff8d50ddd7ba87d3409bb0e915e3fe08d8b5f7edf75999d46e93167144c98f9,BC-20213,BCV5-0214,beauty-care-tonico-aguita-de-arroz,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P054-R1L,POLICY_APPROVED,e48404ae-ac15-19f1-a22e-ed1a6675823b,BEAUTY_CARE,PERFUME CAPILAR GALLETA MASRSHMALLOW,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,27000,1aad3ea9bb2c3bae157e5f9fb68c5b8c57f65e7943597638f15b0a649da32d78,BC-20214,BCV5-0215,beauty-care-perfume-capilar-galleta-masrshmallow,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P054-R1R,POLICY_APPROVED,4c218877-20ad-93cf-ca67-d0f35f8c9fda,BEAUTY_CARE,PERFUME CAPILAR FLOR DE CEREZO,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,27000,b9e8a77c89ef3427c0c9ed449aa3d1dd8c241e79b75e2245885daaf5e0acee49,BC-20215,BCV5-0216,beauty-care-perfume-capilar-flor-de-cerezo,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P054-R2L,POLICY_APPROVED,d1bb86a5-d8ae-711c-2d64-b10defe2baae,BEAUTY_CARE,PERFUME CAPILAR FLOR DE AZUCAR,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,27000,37b4651260ed38f984d8286ae0b19bce8e69d137c8ab6eeabc2d5d690e6bd302,BC-20216,BCV5-0217,beauty-care-perfume-capilar-flor-de-azucar,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P054-R2R,POLICY_APPROVED,91c8c047-b898-1d8a-9aba-952700bf6302,BEAUTY_CARE,PERFUME CAPILAR GALLETA CHOCOLATE,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,27000,8f72b5b2daf9b1f621e4db098eb26855fd962cc4b3e42df2738574bca301d1af,BC-20217,BCV5-0218,beauty-care-perfume-capilar-galleta-chocolate,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P054-R3L,POLICY_APPROVED,8830e854-a11e-12d5-8b5e-aa8e1ad6fe37,BEAUTY_CARE,PERFUME CAPILAR FLOR DE FUEGO,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,27000,d67de1c08b2da3219dcee008cf8e9c9ec523df1b9190fe543446a2d23b27e755,BC-20218,BCV5-0219,beauty-care-perfume-capilar-flor-de-fuego,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P054-R3R,POLICY_APPROVED,edfbf264-951d-17fc-44e8-c0d74b034eaa,BEAUTY_CARE,PERFUME CAPILAR PISTACHO,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,27000,ae8a1a9e6e271a7ff38a38d92d3d56dbfdf6b73393831bcc48911ca10b107b6a,BC-20219,BCV5-0220,beauty-care-perfume-capilar-pistacho,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P055-R1L,POLICY_APPROVED,e43be350-97c8-d3b8-68f0-140e5d1c6b9f,BEAUTY_CARE,PESTAÑINA ANTIFRIZZ,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,29000,7019369effccbd487ec62aa1cb6205736b6594710259a0dbad7ebd1810cf041f,BC-20220,BCV5-0221,beauty-care-pestanina-antifrizz,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P055-R1R,POLICY_APPROVED,23a5ea19-6569-8e09-3288-2f3d5340dc7c,BEAUTY_CARE,TERMORPROTECTOR VIAJERO,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,26000,4250f3552109e3924698c4b05a78f7644e8a10225262a760da73e44b7dfa2451,BC-20221,BCV5-0222,beauty-care-termorprotector-viajero,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P055-R2L,POLICY_APPROVED,24d72488-5b5e-84f9-b5fc-33ae95def503,BEAUTY_CARE,CERA ANTIFRIZZ OLE,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,39000,1b3ebd0ed4b2c5a93ab51d49a9c826a690099899eb99a1a76158783f1bea9e59,BC-20222,BCV5-0223,beauty-care-cera-antifrizz-ole,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P055-R2R,POLICY_APPROVED,54ea8263-246f-888d-2fb3-bfd2b1198c90,BEAUTY_CARE,SPRAY ANTIFRIZZ,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,39000,be6dcac9d165313dce374deb90ca0628af38c0fb86e5dd2e3d0ce9e6b3f62c96,BC-20223,BCV5-0224,beauty-care-spray-antifrizz,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P055-R3L,POLICY_APPROVED,9dc6749b-ced1-15e7-202f-39839a313984,BEAUTY_CARE,SHAMPOO SECO PROTEINA DE ARROZ,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,27000,0ed8e08f24dbd62a87568b19620e8996ea06e79af1cd6141a2645c6e6f7370b1,BC-20224,BCV5-0225,beauty-care-shampoo-seco-proteina-de-arroz,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P055-R3R,POLICY_APPROVED,39f3727f-e2d8-3e5f-4973-7088b4588596,BEAUTY_CARE,SPLASH CORPORAL,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,28000,f983893aaaf69fcf8b7a5549bb33710fe3dac291bf2c260dc8a4dfba3d5fb94b,BC-20225,BCV5-0226,beauty-care-splash-corporal-p055-r3r,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P056-R1L,POLICY_APPROVED,c57527ab-a0af-5abe-25ce-25be739a4fad,BEAUTY_CARE,MANTEQUILLA CORPORAL,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,36000,688712b21e9341a5683d7e3c2dda3ebe4c2cba5512452befc20b64b542b6d661,BC-20226,BCV5-0227,beauty-care-mantequilla-corporal-p056-r1l,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P056-R1R,POLICY_APPROVED,dd527a39-afef-c357-a820-284d1512b385,BEAUTY_CARE,PERFUME SKIN GODDESS / STICK JELLY,ef713ca9-a46b-46b6-90ea-c100d46fe90f,,31000,15edda9297850c328e2b6d37331a2f0fbb58d5c4d501c82a475854291c8e8efa,BC-20227,BCV5-0228,beauty-care-perfume-skin-goddess-stick-jelly,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P058-R1L,POLICY_APPROVED,13b62c19-096d-8fdb-6614-f075f4e073b5,BEAUTY_CARE,SHAMPOO REPADOR,9216592a-1e1e-49df-9fb7-2a126fe9bce1,,41000,659d8aa510360404913fa67a7ef26f5bfaf9922af2872153faa790fd539f5bfe,BC-20228,BCV5-0229,beauty-care-shampoo-repador,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P058-R1R,POLICY_APPROVED,dc24cafa-9b82-00f7-7597-0bb3198ebd88,BEAUTY_CARE,ACONDI REPARADOR,9216592a-1e1e-49df-9fb7-2a126fe9bce1,,41000,2aa4bc321449f0589e8fe7b3ed684c0b8bb5b57118b76c74e95299a82036f058,BC-20229,BCV5-0230,beauty-care-acondi-reparador,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P058-R2L,POLICY_APPROVED,7ed2be5e-636c-4573-b14b-76e44914c488,BEAUTY_CARE,SHAMPOO NANOTECNOLOGIA,9216592a-1e1e-49df-9fb7-2a126fe9bce1,,45000,9400f4b4a9ade840c1997069e4a8860cc0bb8eaf33b4572d3392bf212e0aa408,BC-20230,BCV5-0231,beauty-care-shampoo-nanotecnologia,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P058-R2R,POLICY_APPROVED,3e5c4b45-4ee2-a188-e86f-4d74de970a78,BEAUTY_CARE,ACONDI NANOTECNOLOGIA,9216592a-1e1e-49df-9fb7-2a126fe9bce1,,45000,07551073b0ff9805afd17ff518fa04100ac37dd137e1cdc488f71cc3431d30d5,BC-20231,BCV5-0232,beauty-care-acondi-nanotecnologia,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P058-R3L,POLICY_APPROVED,fb31b60c-f1af-b458-8c88-3a49caedc283,BEAUTY_CARE,MOLDING 15,9216592a-1e1e-49df-9fb7-2a126fe9bce1,,41000,d39ae53cb7dd607a0433c2f995e2ff0586dc82d6d4a704dff17d47fcda288757,BC-20232,BCV5-0233,beauty-care-molding-15,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P058-R3R,POLICY_APPROVED,d487a513-0419-4b9b-9a6c-cea1eb5ffff5,BEAUTY_CARE,MASCARILLA SOS RECUE21,9216592a-1e1e-49df-9fb7-2a126fe9bce1,,70900,4477c482043841d4a960c56d9a499e576834139cd4d0b242dd6b372de9b0b18c,BC-20233,BCV5-0234,beauty-care-mascarilla-sos-recue21,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P060-R1L,POLICY_APPROVED,4d43c4cd-ffa9-9efc-5791-fa5603b4e912,BEAUTY_CARE,SH TRADICIONAL,97dfff9f-d633-42b5-b01b-b5cf608440cf,,36000,d3f73b229ea46d5840e2ebf598ad245eb4c538d4d4c95c054c4b6e24de3bf120,BC-20234,BCV5-0235,beauty-care-sh-tradicional,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P060-R1R,POLICY_APPROVED,c58669cf-501f-f941-80d3-f97d52602b2e,BEAUTY_CARE,INSTANTANEO,97dfff9f-d633-42b5-b01b-b5cf608440cf,,31000,535b3309a601b53f61b6f5e9eb2a24f194ba9d7094a1d048de7565cc91640c9e,BC-20235,BCV5-0236,beauty-care-instantaneo,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P060-R2L,POLICY_APPROVED,180a605f-d590-91c5-a1af-c11e84338425,BEAUTY_CARE,TERMO PROTECTOR,97dfff9f-d633-42b5-b01b-b5cf608440cf,,36000,91d0069634cb7bc035996c362cccd100af44a2aad3c49e614f03e16bc7b56b12,BC-20236,BCV5-0237,beauty-care-termo-protector,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P060-R2R,POLICY_APPROVED,025b0e3c-7fcb-77be-f70b-ddeaf0d86dc7,BEAUTY_CARE,TERMOPROTECTOR,97dfff9f-d633-42b5-b01b-b5cf608440cf,,31000,f197a7af94477a8dfce0abcee9af978a0e23911f98bd0b3605a34511fee11da5,BC-20237,BCV5-0238,beauty-care-termoprotector,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P060-R3L,POLICY_APPROVED,94e0f3a5-15a3-4e75-58e5-fd1cddbfab75,BEAUTY_CARE,RASY OE,97dfff9f-d633-42b5-b01b-b5cf608440cf,,36000,4e6f57a1f0918c196364e955cfc87e1544c0a6c855d299576cc5d17be2074edc,BC-20238,BCV5-0239,beauty-care-rasy-oe,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P060-R3R,POLICY_APPROVED,f9740e34-7434-4774-96b9-2f9b1c858f87,BEAUTY_CARE,TERMO RIZOS ONDAS,97dfff9f-d633-42b5-b01b-b5cf608440cf,,36000,09b9b4c4ef50b6b4815e6e37647ae65a3c5649952ae4cae7af4f7cbe56845a82,BC-20239,BCV5-0240,beauty-care-termo-rizos-ondas,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P061-R1L,POLICY_APPROVED,586d42f0-a291-0b1b-4c18-c089899bac38,BEAUTY_CARE,MASCARILLA NUTRITIVA,97dfff9f-d633-42b5-b01b-b5cf608440cf,,36000,1f8773ade9e5734ecd2b350b0f93c763d3f4e3d65a5c1dc041669d18579b476b,BC-20240,BCV5-0241,beauty-care-mascarilla-nutritiva-p061-r1l,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P061-R1R,POLICY_APPROVED,0f558602-c59c-9c7d-1c17-9971bf8f69fb,BEAUTY_CARE,DEFINIDOR DE RIZOS,97dfff9f-d633-42b5-b01b-b5cf608440cf,,43000,bb4b922b4870d0b98ed8316ca35bf89d9be923a084e9ebe2cb2a441ef6bb9514,BC-20241,BCV5-0242,beauty-care-definidor-de-rizos,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
CATV1-P061-R2L,POLICY_APPROVED,4d1fde0f-f134-7d8d-5ded-ad411bb8ae11,BEAUTY_CARE,CO WASH,97dfff9f-d633-42b5-b01b-b5cf608440cf,,36000,2d4e694bfa5c1dfc73dd676656557444e33ef9200cea0160de32c2cb63b4ed1e,BC-20242,BCV5-0243,beauty-care-co-wash,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL_SLUG,DETERMINISTIC_SOURCE_UUID,READY_CREATE
