import_run_id,candidate_run_id,source_reference_id,source_page,source_slot,proposed_product_id,business_line,product_name,brand_id,brand_name,category_id,category_name,sale_price,image_sha256,proposed_sku,proposed_catalog_code,proposed_slug,sku_resolution_status,catalog_code_resolution_status,slug_resolution_status,legacy_match_status,eligibility_status
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P073-R3L,73,R3L,fb559fa5-c1f6-5ce5-edd0-6e70b94d1595,BEAUTY_CARE,PRINCESAS,0d5fd0dc-2e4c-4e77-bb0a-879997df316d,Cosmos,,,39000,cc387f7e227e305d192df69c89b849d546f343d8fadc01f2d10e6d752fdd0180,BC-10029,BCV5-0030,beauty-care-princesas-p073-r3l,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P073-R3R,73,R3R,7b46d726-ce67-2e83-311e-92dd49adf5d2,BEAUTY_CARE,PRINCESAS,0d5fd0dc-2e4c-4e77-bb0a-879997df316d,Cosmos,,,34000,4f0fdd4eba30b23c7f5dbf3fce86fbbb85a69e05ff3e7b8f2d246e329eb19801,BC-10030,BCV5-0031,beauty-care-princesas-p073-r3r,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P074-R1L,74,R1L,8f92433b-bff1-3589-d4d5-c686e91d48a7,BEAUTY_CARE,PRINCESAS,0d5fd0dc-2e4c-4e77-bb0a-879997df316d,Cosmos,,,34000,76c181428cc80c33760a1cc4d145f41de72df59e226266f2310dec00981cf7ca,BC-10031,BCV5-0032,beauty-care-princesas-p074-r1l,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P074-R2L,74,R2L,8cebe35b-1145-6372-55c7-28af2a0af262,BEAUTY_CARE,AIROMAN,0d5fd0dc-2e4c-4e77-bb0a-879997df316d,Cosmos,,,34000,79a2b58e104944bfe35b9eea1f017aa0d33bd20bec62c700dd3e82fa17f3ef54,BC-10032,BCV5-0033,beauty-care-airoman,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P080-R2L,80,R2L,78a188a1-33ec-1192-888a-b81c9817f2f5,BEAUTY_CARE,EXFOLIANTE AZUCAR CORPORAL,f0192f46-e80f-42fb-b788-3c1c8b9aa18c,Vive Beauty,,,39000,2a87f8a6bdc5f577b4aa9863ddd94f6cfa366229a4a5b7e605921b0831542bd7,BC-10033,BCV5-0034,beauty-care-exfoliante-azucar-corporal,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P080-R2R,80,R2R,79f62181-0b55-3c37-1642-1a0f874019d2,BEAUTY_CARE,GEL EXFOLIANTE CORPORAL,f0192f46-e80f-42fb-b788-3c1c8b9aa18c,Vive Beauty,,,27000,8e03e48fa3b2122d7d9bad150a8fc8eaf86b9c92991c10aa707e68b4445571b8,BC-10034,BCV5-0035,beauty-care-gel-exfoliante-corporal,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P080-R3L,80,R3L,abcc039d-a95c-6810-ded2-6facfb76a2ed,BEAUTY_CARE,CREMAS CORPORALES,f0192f46-e80f-42fb-b788-3c1c8b9aa18c,Vive Beauty,,,25000,8b1a6606a908ca957b162766a89421063a37b2fd39f985bc0c888232e681a606,BC-10035,BCV5-0036,beauty-care-cremas-corporales,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P087-R1R,87,R1R,84d7eba1-7980-89e8-006d-b23ae9f746d4,BEAUTY_CARE,KIT ARRURU TAMAÑO PEQUEÑO,c45e4abf-2c47-4465-a5db-87f8731a87cc,Fem,,,33000,41e80ed442023a8ed1c2b4b0c83cde99f938016dd2eab960bef40cb314254f6c,BC-10036,BCV5-0037,beauty-care-kit-arruru-tamano-pequeno,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P091-R1L,91,R1L,0e80f4ba-754b-9afd-6c71-aac7c34f2dbc,BEAUTY_CARE,KIT X3 TRULY,33759452-ea87-4826-b6d9-19e4821e89e0,Trully,,,41000,5fc2a8c41ede5a20b9d30e8f144e3759679e7baf795415b4a6701575719eede8,BC-10037,BCV5-0038,beauty-care-kit-x3-truly,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P091-R1R,91,R1R,43636c17-6119-d1da-9d39-26ecc17831ac,BEAUTY_CARE,KIT X5,33759452-ea87-4826-b6d9-19e4821e89e0,Trully,,,56000,0e8ec31f0d0860a15e4886e37bf6996cae320a48413886ae6dcdf1f9fd55f8b2,BC-10038,BCV5-0039,beauty-care-kit-x5,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
388a459d-f3f9-4709-88b5-b025dac28ba2,d4d17a39-008d-4bcc-88b2-384cc147e262,CATV1-P091-R2L,91,R2L,df8152aa-b095-a8f3-64d5-c3a9118619c6,BEAUTY_CARE,TRULY SERUM Y ACEITE PEQ,33759452-ea87-4826-b6d9-19e4821e89e0,Trully,,,20000,b4355d615249bbd7036e38f575a9c8b506b650bcbec517073ce8b5dc2cea96b6,BC-10039,BCV5-0040,beauty-care-truly-serum-y-aceite-peq,RESERVED_IMPORT_RANGE,GENERATED_CANONICAL_SOURCE_CODE,DETERMINISTIC_CANONICAL,NO_AUTHORITATIVE_MATCH,READY_CREATE
